,auc_prob,auc_pred,fbeta,f1,plr,nlr,perm_score,pval_score,train_score,fold,gen,model,subset
0,0.51599,0.50258,0.66932,0.66932,1.01095,0.99025,0.73509,0.78218,0.7235,4,combine,rfc,top5
1,0.5144,0.5137,0.66834,0.66834,1.05796,0.94806,0.73495,0.78218,0.7243,4,combine,rfc,top5
2,0.51541,0.50825,0.67869,0.67869,1.03588,0.96947,0.73487,0.75248,0.72444,4,combine,rfc,top5
3,0.51505,0.50872,0.67946,0.67946,1.03801,0.96778,0.73477,0.84158,0.72239,4,combine,rfc,top5
4,0.5174,0.50195,0.66827,0.66827,1.00825,0.99261,0.73521,0.81188,0.72332,4,combine,rfc,top5
5,0.51773,0.51703,0.68349,0.68349,1.07503,0.93761,0.73488,0.76238,0.72448,4,combine,rfc,top5
6,0.5147,0.51171,0.68434,0.68434,1.05173,0.9572,0.73522,0.80198,0.72462,4,combine,rfc,top5
7,0.51527,0.50176,0.65811,0.65811,1.00727,0.99316,0.7351,0.83168,0.7219,4,combine,rfc,top5
8,0.51788,0.50576,0.68417,0.68417,1.02543,0.97896,0.73519,0.83168,0.72225,4,combine,rfc,top5
9,0.51713,0.50727,0.66738,0.66738,1.03071,0.97237,0.73489,0.81188,0.72301,4,combine,rfc,top5
0,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
1,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
2,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
3,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
4,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
5,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
6,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
7,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
8,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
9,0.57706,0.53463,0.80929,0.80929,1.24723,0.90379,0.49686,0.57426,0.49552,0,m,knn,top5
0,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
1,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
2,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
3,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
4,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
5,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
6,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
7,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
8,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
9,0.52074,0.50743,0.84354,0.84354,1.06656,0.98087,0.50316,0.32673,0.51749,1,m,knn,top5
0,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
1,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
2,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
3,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
4,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
5,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
6,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
7,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
8,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
9,0.54567,0.54185,0.8713,0.8713,1.46963,0.89816,0.4973,0.10891,0.52785,2,m,knn,top5
0,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
1,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
2,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
3,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
4,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
5,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
6,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
7,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
8,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
9,0.50608,0.4941,0.71209,0.71209,0.97167,1.02022,0.49886,0.0396,0.54754,3,m,knn,top5
0,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
1,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
2,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
3,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
4,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
5,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
6,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
7,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
8,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
9,0.57752,0.53754,0.85216,0.85216,1.3564,0.90489,0.49667,0.08911,0.53696,4,m,knn,top5
0,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
1,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
2,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
3,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
4,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
5,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
6,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
7,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
8,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
9,0.48998,0.50065,0.72782,0.72782,1.00329,0.99784,0.49811,0.53465,0.49408,0,f,knn,top5
0,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
1,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
2,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
3,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
4,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
5,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
6,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
7,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
8,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
9,0.51547,0.52788,0.93294,0.93294,1.88107,0.94047,0.49805,0.09901,0.53123,1,f,knn,top5
0,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
1,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
2,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
3,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
4,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
5,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
6,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
7,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
8,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
9,0.51283,0.4867,0.86742,0.86742,0.85334,1.03249,0.49923,0.0396,0.55565,2,f,knn,top5
0,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
1,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
2,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
3,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
4,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
5,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
6,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
7,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
8,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
9,0.49811,0.47693,0.77274,0.77274,0.86094,1.06907,0.50424,0.08911,0.54509,3,f,knn,top5
0,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
1,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
2,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
3,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
4,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
5,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
6,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
7,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
8,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
9,0.50411,0.51553,0.83192,0.83192,1.12791,0.95899,0.4973,0.30693,0.51051,4,f,knn,top5
0,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
1,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
2,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
3,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
4,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
5,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
6,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
7,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
8,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
9,0.5268,0.48042,0.85923,0.85923,0.8,1.04869,0.50266,0.0297,0.55261,0,combine,knn,top5
0,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
1,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
2,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
3,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
4,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
5,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
6,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
7,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
8,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
9,0.54301,0.47489,0.88712,0.88712,0.65471,1.05878,0.50756,0.0396,0.55418,1,combine,knn,top5
0,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
1,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
2,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
3,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
4,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
5,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
6,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
7,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
8,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
9,0.49313,0.49835,0.88107,0.88107,0.97913,1.00392,0.50162,0.0297,0.55309,2,combine,knn,top5
0,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
1,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
2,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
3,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
4,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
5,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
6,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
7,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
8,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
9,0.54473,0.50228,0.91756,0.91756,1.05026,0.99499,0.50401,0.09901,0.53564,3,combine,knn,top5
0,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
1,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
2,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
3,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
4,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
5,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
6,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
7,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
8,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
9,0.48431,0.49951,0.9268,0.9268,0.98634,1.00107,0.49955,0.63366,0.49129,4,combine,knn,top5
0,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
1,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
2,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
3,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
4,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
5,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
6,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
7,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
8,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
9,0.57685,0.55673,0.70483,0.70483,1.26466,0.80139,0.50031,0.14851,0.53271,0,m,bnb,tops
0,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
1,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
2,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
3,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
4,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
5,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
6,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
7,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
8,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
9,0.56584,0.54976,0.67961,0.67961,1.21632,0.81572,0.49497,0.0099,0.5967,1,m,bnb,tops
0,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
1,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
2,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
3,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
4,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
5,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
6,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
7,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
8,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
9,0.54473,0.53347,0.68168,0.68168,1.14653,0.87674,0.50219,0.0099,0.57305,2,m,bnb,tops
0,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
1,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
2,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
3,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
4,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
5,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
6,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
7,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
8,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
9,0.52507,0.50919,0.68023,0.68023,1.04015,0.9661,0.49786,0.0396,0.56387,3,m,bnb,tops
0,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
1,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
2,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
3,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
4,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
5,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
6,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
7,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
8,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
9,0.57516,0.54562,0.71047,0.71047,1.21692,0.84249,0.4982,0.0099,0.56106,4,m,bnb,tops
0,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
1,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
2,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
3,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
4,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
5,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
6,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
7,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
8,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
9,0.50797,0.51002,0.6574,0.6574,1.04122,0.96103,0.49418,0.68317,0.47913,0,f,bnb,tops
0,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
1,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
2,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
3,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
4,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
5,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
6,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
7,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
8,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
9,0.50091,0.47474,0.63167,0.63167,0.90188,1.10411,0.49471,0.09901,0.53642,1,f,bnb,tops
0,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
1,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
2,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
3,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
4,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
5,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
6,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
7,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
8,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
9,0.52524,0.51933,0.66798,0.66798,1.08171,0.92659,0.49787,0.68317,0.48095,2,f,bnb,tops
0,0.50907,0.51896,0.64747,0.64747,1.07617,0.9245,0.50115,0.81188,0.47097,3,f,bnb,tops
1,0.50907,0.51896,0.64747,0.64747,1.07617,0.9245,0.50115,0.81188,0.47097,3,f,bnb,tops
